job_title,extracted_raw_text,entities
RETAILS STORE SPECIALIST.jpg,"POSEIDON
ENTERPRISE INC o
jas <
JOB DESCRIPTION:
* Responsible for managing daily operations of a retail
store, including inventory management, sales
i reporting, customer service, and be able to multitask
effectively
QUALIFICATIONS: ~
I) ow
x College level or equivalent ae |
% =) Excellent customer service skills <— x
~~ Strong Interpersonal and communication skills at | -
© Ability to work in a fast- paced environme 1
* Wi etail experience is a plus . el
FOR WALK-IN APPLICANTS: Ea 4 y
We are located at Door #2, 2nd Floor, oa] § _
Parifias Building, South Montilla Boulevard, Re
Butuan City { a
—
@Apply now! | .
te
(f) Poseidon Enterprise Inc.
\& 0961-767-6509 / 0949-997-2638
Sette oles laeat sath eT ect
ae","{'OSE', 'ĠINC', '*', 'J', 'ĠP', ')', '%', 'x', 'Ġl', 'Ċ', 'T', 'Ġ|', 'Ġa', 'jas', 'Ġ.', 'ette', 'Ġect', '&', 'Ġo', 'Ġ~', 'âĢĶ', 'FOR', 'ae', 'Â©', 'te', 'e', 'ĠE', 'S', 'Ġy', ',', '@', 'Ġ-', 'I', 'Ġ4', ':', '~~', '(', 'Ġ<', '!', 'Ġe', 'Ġplus', 'Ġow', ']', 'Ġ_', 'f', 'a', 'Ġ=', 'Ġ1', 'Ġ{', 'Ġ/', 'Ġare', '\\', 'at', 'Ġs', 'Ġel', 'ON', 'Ġx', 'ĠÂ§', 'les', 'ath'}"
SALES AND VIRTUAL ASSISTANT.docx,"Sales and Virtual Assistant

JOB DESCRIPTION:

We are seeking a motivated and organized Sales and Virtual Assistant to join our team. This role is focused on providing administrative support with a strong touch of sales interaction, offering an opportunity to apply your precision in administration and your ability to interact with members positively and professionally. This position requires someone with a strong administrative and sales background, with less emphasis on marketing.



Proficiency in a foreign language other than English is a plus, though not required. However, we do prefer someone who is confident in communicating with individuals who speak different primary languages. The ideal candidate should be outgoing and proactive in their approach, constantly seeking ways to enhance value.



JOB ROLES & RESPONSIBILITIES:



MAIN:

Personal assistant for 2
NOTE: Administrative tasks or any assistance needed, with the workload corresponding to the designated working hours.
Assist data management
Assist advisory boards around the world
Assist chapters around the world with help
Assist Introductions process
Assist website
Assist marketing


OTHERS:

-Working with the CEO to manage a pipeline of new chapters.

-Maintaining organization and ensuring the new chapters remain organized.

-Providing support to chapters by issuing meeting notices as needed.

-Offering marketing support to chapters through templated materials on a regular basis.

-Managing communities through WhatsApp, including facilitation when necessary.

-Work effectively with a diverse range of people from around the world.

-Proactively improving processes to streamline growth and workflow.

-Membership Manager / prospects + renewals + engagement



Manage member sales pipeline - member engagement, mentorship, support, renewals
Onboard new members, update renewals (Accrisoft, emails, Google sheets)
Pull renewals ahead and reach out to obtain renewal (From transactions to Invoices / Dues module and emails)
Regular member engagement, especially members follow ups after 2-3 months
 -->Planning call with members and EDs / HQ, etc…



Manage prospects sales pipeline - prospect reach outs, appointment setting, onboard
Work with Client to decide how to be involved on this side, too 
Answer requests through the “Contact Us” section
Support ED/GAs sales trainings and prospecting and work to simplify outreach


Introductions support with Client
Enter intros into sheet
Later - help improve this process as part of member engagement
 --->Start with LoE and LoO introductions



JOB REQUIREMENTS:



Experience

Strong administrative and sales background, less emphasis on marketing experience.


Precision in Administration

Highly organized, detail-oriented, and adept at managing numbers, names, and data.


Member Interaction: 

Ability to interact with members in a positive, professional, and diligent manner, ensuring excellent service.
Ability to interact with leaders from different countries and cultures. Demonstrating the ability to work effectively with a diverse range of people from around the world.


Sales Skills

Basic selling experience required, comfortable with light, consultative sales rather than hard selling.


Outgoing and proactive approach to discovering better ways to add value.



Proficiency in a foreign language other than English is a plus, but not required.



ADDITIONAL REQUIREMENTS: 



DIVERSE OR INTERNATIONAL SOCIAL EXPOSURE/EXPERIENCE:

Diverse Social Experience: Demonstrated experience socializing with individuals from various cultural backgrounds, ethnicities, and nationalities. This could include experiences such as living, working, or studying in diverse communities or traveling extensively.


International Experience: Exposure to international environments, whether through travel, study abroad programs, work assignments, or other avenues. Candidates with proficiency in multiple languages or a strong interest in foreign cultures and affairs.","{'Ġchapters', 'Ġremain', 'Ġworkflow', 'Ġensuring', 'Ġdecide', 'Ġmembers', 'Ġorganization', 'Ġcorresponding', 'Ġwhen', 'Ġnecessary', 'Ġwith', ','}"
SALES ASSOCIATE (2).docx,"Sales associate

–With/o educational attainment is okay 
– With pleasing personaliy
– With good attitude
– Any kind of gender is okay
– Have positive mindset
","{'Ġattitude', 'Ġgender', 'Ġpositive', 'With', 'o', 'Ċ', 'Ġeducational', 'Ġattainment', 'ĠWith', '/', 'Ġ', 'Ġpleasing', 'ĠHave', 'Ġgood', 'iy', 'Ġassociate', 'Ġkind', 'Ġis', 'ĠSales', 'Ġof', 'Ġokay', 'ĠAny', 'âĢĵ', 'Ġpersonal', 'Ġmindset'}"
SALES ASSOCIATE.docx,"SALES ASSOCIATE
Qualifications:
Female
-Single/Married
-High school Graduate and/or college level/vocational
- At least 6 months at the latest working experience as Sales Associate/Promodiser/SalesLady
-knowledgeable on Sales and Inventory.
- has excellent customer service/communication skills.
-proactive/energetic and goal oriented
",set()
SALES CLERK.docx,"Sales Clerk (female)
COLLEGE GRADUATE
With experiece is an advantage","{'Ġis', 'Ġan', 'iece', 'Ġ(', 'Ġadvantage', 'With', ')', 'Ċ', 'Ġexper'}"
SALES REPRENSETATIVE1.JPG,"Carpentersville Wood Shop 7
WE ARE )
HIRING eo
4 , =
SALES i. y
REPRESENTATIVE  < 4
Qualifications:
- A College Graduate or College Level
« Has Sales and Marketing Skills
- Computer literate (MS Office applications)
- Has the ability to manage his time and prioritize tasks effectively
« Knowledge in construction materials like cement and plywood is an
advantage
- With previous employment in heavy equipments or lubricants
company is an advantage
« Dependable and trustworthy
¢ Willing to do FIELDWORK independently
Interested applicants may send their application letter and
hredo.cwsi@gmail.com
or contact us at 09176240322.","{'o', 'RE', 'Ċ', 'ATIVE', 'WE', 'Ġ', '4', 'AL', 'S', 'Ġy', 'Ġ4', 'PRES', 'H', 'Ġ<', 'Ġe', 'ES', '.', 'IR', 'Ġ7', 'Ġ=', 'Ġ)', 'Ġ,', 'ĠARE', 'Ġi', 'ENT', 'ING'}"
SALES REPRENSETATIVE2.JPG,"uD AOI-PHIL. INC 8
! 2s
\ Sales Representative |
Ny
)))
// Qualifications:
| ¢ With a Diploma, Degree of Business Administration
Major in Marketing or equivalent
¢ With Pleasing Personality
e Willing to travel outside Cagayan de Oro City
e Excellent sales and customer relation skills
¢ With driving skills
¢ Highly organized, detail-oriented
e With at least 2 years working experience in the field
e Able to work independently with minimal
supervision
9 © Send your application
TZ letter and resume to:
1 aoiphil.recruitment@gmail.com
oe = "">
q","{'ĠINC', 'Ġand', '>', 's', 'oe', 'Ġletter', 'com', 'o', 'IL', 'Ċ', ')))', 'Ġ|', 'ĠÂ©', 'T', 'Ġto', 'Ġa', 'q', '9', 'O', 'N', 'Z', '@', 'I', 'y', ':', '|', 'ĠÂ', 'Ġ""', 'ĠA', 'PH', '!', '.', 'Ġ8', 'Ġ2', '¢', 'Ġu', 'Ġ=', 'il', '\\', 'iph', '1', 'D', '//', '-'}"
SALES REPRESENTATIVE.jpg,"Za
s
<<
ATTY:
SALES REPRESENTATIVE
Butuan
Qualifications:
e Graduate of any 4-year course,
preferably business-related
e with sales experience is an advantage
e Works well under pressure, has
professional conduct, and with good
communication skills
e Honest and trustworthy
¢ Willing to render longer hours on the
field
e vfihr.northmin@gmail.com
; | 0917 861 6428
Ss @","{'28', 's', 'com', 'Ċ', '<<', 'Ġ|', 'Ġ@', 'north', 'e', 'S', '@', 'Ġ09', '61', ';', ':', 'r', '.', 'Ġ8', 'ih', 'Ġ64', 'ĠZa', '17', 'Ġv'}"
SALES SERVICE DEVELOPER.jpg,"POSEIDON
ENTERPRISE INC 7
poenioon <«K
JOB DESCRIPTION :
* Responsible for area development, building
excellent customer relationships, and supporting
; underperforming sales personnel in effectively
executing their responsibilities.
QUALIFICATIONS : 2 =>
""Bachelor's degree in business or any related field \ =>?
<- I.
Preferably with field sales experience - d
» Willing to work and travel anywhere in the . . 2
RAGA Region Wa
FOR WALK-IN'APPLICANTS & ‘
We are located at Door #2, 2nd Floor, & PS VY,
Parifias Building, South Montilla Boulevard, bas § ae
Butuan City |
| TR “
Apply now! | .
te
Econ aeons
5 STOTT ose oPessts10 Wel 2 Ce cP)
SRM ee Ort etry
ee","{'OSE', 'ĠINC', 'se', 'Ġ\\', 'ĠP', 'Ġet', 'Â»', ')', 'SR', 'Ċ', 'ry', 'Ġ|', '""', 'Ġa', 'Ġ.', 'Ġ:', '10', 'io', 'Ġo', 'te', 'K', 'e', 'M', 'Ġc', '<', 'oen', 'es', ',', 'E', 'P', 'ĠCe', 'ĠOrt', 'Ġ-', 'Ġ=>', 'Ġ&', 'ĠTR', 'ĠâĢ', 'ĠWel', 'Ġbas', '|', 'ee', 'Ġ<', 'con', 'on', 'ĠI', '!', 'Ġe', 'Ġd', '.', 'Ġ2', 'Ġ7', 'ĺ', 'p', '?', 'ľ', 'OTT', 'sts', '5', 'ĠWa', 'ons', 'ON', 'Â«', 'ĠST', 'ĠÂ§', 'ID', '-'}"
SALES STAFF.JPG,"Carpentersville Wood Shop
=
HIRING |,
Qualifications:
= A College Graduate or College Level
+ Has Sales and Marketing Skills.
+ Computer literate (MS Office applications)
+ Has the ability to manage his time and prioritize tasks effectively
+ Knowledge in construction materials like cement and plywood is an.
advantage
+ With previous employment in heavy equipments or lubricants
company is an advantage
+ Dependable and trustworthy
+ Willing to do FIELDWORK independently
Interested applicants may send their application letter and
resume to:
or conto sat 09176240322.","{'Ġ09', '176', ':', '24', 'o', 'Ġsat', 'Ġcont', 'Ċ', 'or', '22'}"
SALES SUPERVISOR.jpg,"Za
s
<<
ATTY:
SALES SUPERVISOR
Butuan
Qualifications:
e¢ Graduate of any 4-year business
related course
e Must have at least 3 years of selling
experience specializing in general
trade accounts and other channels of
distribution preferably selling
processed meat products and fast-
moving consumer goods
e Willing to work and travel within
CARAGA
e vfihr.northmin@gmail.com
; | 0917 861 6428
Ss @","{'28', 's', 'com', 'Ċ', '<<', 'Ġ|', 'Ġ@', 'north', 'e', 'S', '@', 'Ġ09', '61', ';', ':', 'r', '.', 'Ġ8', 'f', 'ih', 'Ġ64', 'ĠZa', 'gmail', '17', 'Ġv'}"
SALES TEAM LEADER.jpg,"Za
s
<<
ATTY:
SALES TEAM LEADER
Butuan
Qualifications:

e At least a Bachelor’s Degree in any
Business-related courses.

e Must have at least 2 years of selling
experience specializing in general
trade accounts and other channels of
distribution preferably in fast-moving
consumer goods

e Willing to work and travel within
CARAGA

e vfihr.northmin@gmail.com
; | 0917 861 6428
Ss @","{'28', 's', 'com', 'Ċ', '<<', 'Ġ|', 'Ġ@', 'north', 'e', 'S', '@', 'Ġ09', '61', ';', ':', 'r', '.', 'Ġ8', 'f', 'ih', 'Ġ64', 'ĠZa', 'gmail', '17', 'Ġv', 'min'}"
SALES TRAINING ASSISTANT.docx,"Sales Training Assistant

DUTIES AND RESPONSIBILITIES
The Sales Development Training Assistant is expected to provide training delivery, both face-to-face and virtual, across geographic locations in the country.
Set Up Training Materials – Help prepare materials for training sessions, including presentations, handouts, training guides, and assessments.
Ensure training tools and platforms (e.g., Microsoft Teams & Learning Management Systems) are set up and functioning properly for virtual or in-person sessions.
Schedule Training Sessions: Assist in coordinating schedules for training sessions, including booking rooms, setting up virtual meetings, and notifying participants.
Prepare Reports: Assist in the preparation of reports on training outcomes, evaluations, and sales team performance post-training.
Assist in the creation, updating, and distribution of training materials.
Maintain a database of training resources, training attendee records, and any other.


JOB QUALIFICATIONS AND SKILLS REQUIRED
Graduate of any Bachelor's Degree program. Fresh graduates are welcome to apply!
With relevant experience in an administrative role, or in a related work.
Proficient in Microsoft Word, Excel, PowerPoint, and Outlook – a must for administrative roles. Advanced skill in Excel is a plus.
Strong writing skills are crucial, as administrative roles often involve preparing reports, emails, and other correspondence.
The ability to communicate effectively with customers, clients, or employees and handle inquiries or issues with professionalism.
Amenable to work in Pasay City.
","{'aintain', 'sure', 'Ġare', 'Ġdatabase', 'Ġon', 'Ġoutcomes', 'Ġmaterials', 'Ġrooms', ','}"
SALESMAN (2).jpg,"POSEIDON
ENTERPRISE INC <<
JOB DESCRIPTION :
* Responsible for overseeing the sales and the delivery of products within a
designated territory, managing customer relationships, and achieving sales
targets. This role includes training and mentoring junior sales staff,
optimizing sales strategies, and ensuring customer
satisfaction. The ideal candidate will have extensive sales experiencg
strong leadership skills and ability to work independently while
driving sales growth. i) Fem ; “
QUALIFICATIONS : oo Pl j
ollege Graduate and an s course | 2 ‘
« Preferdbi perience in the same field or food distribution . 4
* Willing to work and travel anywhere in CARAGA Region ait : be
att
* Can drive with drivers license code 123 is a plus “>
BENEFITS : % er
* Above Minimum Salary }
* With Complete Mandatory Benefits l ¥
* With Rice and Cash Incentives | -_ ro
* With Meal, lodging and load allowance e
© With Birthday Incentives < -
Apply now!
(rere Soe ec aiaty","{'ĠFem', '>', '*', 're', 'ĠP', ')', 'ĠPl', 'o', 'Ċ', 'Ġ|', 'Ġ.', 'Ġ:', 'Ġj', 'Ġo', '_', 'e', 'Ġ<<', 'Ġ-', 'Ġ4', 'ĠâĢ', '(', 'Ġec', 'Ġ<', '!', '.', 'Ġ2', 'ĺ', 'ľ', 'Ġ;', 'Ġi', 'ON', 'Â«'}"
SALESMAN.jpg,"POSEIDON
ENTERPRISE INC >
peeetnnn <
JOB DESCRIPTION:
Responsible for providing good service to the
ke customers ; Develop and commence sales to
accomplish sales target and other applicable
functions.
QUALIFICATIONS: Kaa
Graduate or Undergraduate, 72 units in College foo. iP
"" ® Preferably with Van Selling Experience and Driver’s sid i
License code 123 ee ‘ 5
* Willing to work and travel within the CARAGA Reg 1
nd
FOR WALK-IN APPLICANTS nd
We are located at Door #2, 2nd Floor, Cs rn) A
Parifias Building, South Montilla Boulevard, ba ) >
Butuan City C
! La | A
Apply now! °
ae
#) Poseidon Enterprise Inc.
\& 0961-767-6509 / 0949-997-2638
[Poteet gelesen Ort eee
aa","{'*', 'J', 'ĠP', ')', 'Ġr', 'Ċ', 'n', 'pee', 'Ġ|', '""', 'et', 'Ġ5', 'ĠÂ°', '&', 'ae', 'e', ',', 'ĠOrt', '[', 'en', 'ĠâĢ', ':', 'ee', 'Ġ<', 'nn', 'ĠA', '!', '#', 'Ġe', 'Ġn', 'Ġ>', 'ĺ', 'Ġ)', 'Ġ1', 'Ġba', 'd', 'Ġ/', '\\', 'ON', 'nd', 'ĠLa', 'aa', 'Ġ123'}"
SALESMAN1.jpg,"POSITION: y
¢ Gradute of any 4 year course =
¢ With Professional Driver’s License Ire aw
(Restriction Code: 1,2)
° Preferably with at least 1 year experience as
salesman. Corp.
¢ Strong personality in terms of marketing
products
¢ Good oral and written communication
¢ Can work with grace under pressure
¢ Attention to details in monitoring and
submission of reports
¢ Passionate about achieving individual and team
objectives
Send your resume to:
ralave@gmail.com
9 710, San Jose St., Brgy. Urduja Butuan City","{'(', ':', ')', 'Â¢', 'Ċ'}"
SECURITY GUARD.docx,"SECURITY GUARD/ LADY GUARD 
SECURITY OFFICER ( college grad)
Security Guard Training & Hiring!
Date: January 26, 2025 (Sunday)
Open to Everyone: First-Timers, Renewals, & Expired Licenses!
Salary Rates:
• Dayshift: ₱1,047/day
• Nightshift: ₱1,122/day
• 12-hour shifts
• Earn up to ₱31,000/month!
Qualifications:
• Males: 21-40 years old, 5’7” and taller
• Females: 21-35 years old, 5’3” and taller
• At least a high school graduate/ALS graduate/College Graduate
",{'Ġ'}
SENIOR FULL STACK (2).docx,"Senior Fullstack Software Engineer (Java, React)

Scope of task
Design and provide programming software and parts of the software
Creating new and changing existing elements of the software such as its functionality and performance,
Based on the analysis of mathematical models and programming algorithms, development of software in accordance with the tasks set,
Selection of the programming language for describing algorithms and data structures,
Determination of the information to be processed by computer equipment, its volume, structure, layouts and schemes of input, processing, storage and output, methods of its control,
Unification and typification of computing processes,
Checking the functionality and compliance of the software with its functional purpose,
Formation of the content of control examples for software testing,
Development of automatic software verification systems,
Preparation and debugging of the software,




Requirements
5+ years of commercial experience in Java programming with expertise in the Spring framework, including Spring Boot and Spring Cloud,
Strong understanding of Web Services (SOAP/REST) and integration techniques
Solid knowledge of SQL and practical experience with relational databases (e.g., PostgreSQL, MySQL), including ORM technologies (Hibernate) and query languages (HQL).
Strong expertise in React and TypeScript
Experience with DevOps practices, including CI/CD pipelines, automated testing, and infrastructure as code (IaC).
Good knowledge of AWS services and best practices for cloud architecture, with hands-on experience in Kubernetes (k8s) for container orchestration.
Ability to produce clean, high-quality code, ensuring scalability and maintainability.
Experience in designing and improving software architectures for performance, reliability, and maintainability in large-scale distributed systems.
Excellent communication skills, capable of effectively collaborating with both technical and non-technical stakeholders.
Ability to work UK business hours and participate in on-call rotation.
English at a level enabling communication and reading technical documentation.
Nice to have:
Proficiency in Python for data processing, scripting, and integration tasks.
Experience working with NoSQL databases (e.g., MongoDB, Cassandra).
Familiarity with WebSockets for real-time communication.
Familiarity with AngularJS, Redux Toolkit,Vite
Knowledge of AI/ML frameworks and integration of AI functionalities into production systems
Exposure to monitoring and logging tools such as Prometheus, Grafana, or ELK Stack for effective system observability.
",{'Ġaccordance'}
SENIOR FULL STACK.docx,"Senior Full Stack .NET Vue.js Developer

Is this you?
You are energised by purpose and want to make a difference to clients
You enjoy being challenged and are always looking for ways to develop
You are observant and considerate of other people


We’re looking for these types of people
Analytical and Adaptable – you can cope with limited information, solve problems and build solutions
Persistent and Experienced – you push to deliver amazing results
Collaborative – you love working within a team
Great with detail – you enjoy complex workflows and maintain systems with a high level of accuracy


We need an experienced, talented Senior Full-Stack .NET & JavaScript Developer looking to become part of a close-knit team where you will be valued and empowered to do your best work.


You have:
Excellent written and verbal communication in English
Space to work and a stable internet connection
Your own Windows computer able to run Docker
Experience with .NET Core (C#)
Experience with Vue.js (Experience with React.js and Angular would be an advantage)
Experience with a headless CMS such as Directus and Strapi is advantageous 
Experience with modern unit testing frameworks (e.g. Jest, xUnit)
Deep understanding of front-end and back-end architecture and data-driven development
Tech Lead experience a strong plus: candidates with a history of leading software development projects or mentoring junior developers will be given high consideration

",set()
SEO COPYWRITER.docx,"SEO Copywriter | WordPress Assistant

🚀 Craft compelling, SEO-optimized content that ranks high and converts even higher. 



🌟 2+ years of experience in SEO copywriting, with a portfolio that shines brighter than a diamond. 



🕵️ Keyword research skills that would make Sherlock Holmes jealous. 



🌳 Content cluster creation - you can build topic forests that Google loves to explore. 



🔮 WordPress wizardry - you know your way around the platform like a pro. 



📝 Content management - from blog posts to website updates, you've got it covered.



🔄 Website maintenance maestro - keeping sites running smoothly is your jam.



🔧 Hosting and domain expertise - bonus points for troubleshooting skills!



🏢 Agency experience is a big plus - you thrive in a fast-paced, multi-client environment. 



📊 Analytical mind with a creative soul - you can interpret data and turn it into captivating content. 



🎨 Eye for aesthetics - your content looks as good as it reads, on any device. 



📚 Quick learner - ready to absorb our ""Diamond Accelerator System"" through our online learning portal. 



💡 Innovator - your fresh ideas will help shape our digital content strategy.



✅ CORE RESPONSIBILITIES ✅



Create SEO-optimized content for various client websites in the aesthetics industry.



Conduct keyword research and develop content strategies.



Craft engaging meta descriptions, title tags, and headers.



Develop and maintain content clusters to boost overall site authority.



Upload and optimize client blog posts for maximum search engine visibility.



Implement client-requested website updates promptly and accurately.



Perform regular website maintenance tasks to ensure optimal performance.



Stay up-to-date with the latest SEO and content marketing trends.



Contribute to content ideation and editorial calendar planning.



Analyze content performance and make data-driven recommendations.Handle hosting and domain-related issues efficiently.



💬 You'll be the wordsmith extraordinaire in team discussions and a key player in our weekly content strategy sessions.
","{'Ġlatest', 'Ġsites', 'Ġensure', 'Ġmaximum', 'Ġoptimal', 'Ġshape', 'Ġboost', 'Ġhelp'}"
SERVICE ASSISTANT.docx,"Part-Time Service Assistant

Job Summary

Performs Teller and New Accounts related functions.
May be assigned to different branches within the area wherein support for additional Service Assistants are needed.
Performs assigned functions in accordance with the Bank’s Operations Manual (OM), Branch Circulars, Internal Policies and Procedures, and rules from external regulatory bodies (BSP/AMLC, etc..).
Ensures proper processing of transactions to avoid possible losses/penalties.
Keeps abreast of updates on the Bank and BSP policies as stipulated in the Money Laundering and Terrorist Financing Prevention Program (MLPP), Branch Circulars, required seminars/programs and adheres to said policies.
Handles additional responsibilities if assigned to standalone Business Centers as stated in Bank Policies and/or the branch’s Operations Manual.
Willing to be assigned in the following locations: Maranding, Lala Lanao del Norte

How will you contribute?

Able to ensure efficiency on par with the Business Center's Service Standards (e.g., standard line wait, service time within acceptable turn around time, error-free processing of transactions, etc.).
Can support in various process improvement and technology implementation on all systems being used in the branch and implements accurately in line with the prescribed policies and procedures of the bank.
Capable in engaging to the business center's clients and offer an excellent customer service and experience.
Works in a systematic manner to keep up with administrative functions delegated to him/her.

What will make you successful?

Enrolled in a 4-year course/College student.
Preferably enrolled in their 1st Year to 3rd Year level.
Taking up a business or service industry oriented course will be an advantage.
Able to work a minimum of 40 hours and maximum of 80 hours per month.","{'Ġpar', 'Ġproper', 'Ġprescribed', 'Ġwherein', 'Ġtransactions', 'Ġneeded', 'Ġensure', 'Ġavoid', 'Ġbeing', 'Ġin', 'ĠCenters', 'Ġbranches', 'Ġadditional', 'Ġused', 'Ġdelegated', ',', 'Ġresponsibilities', 'Ġvarious', 'Ġif', 'Ġkeep', 'Ġof', 'Ġwith', 'Ġline', 'Ġup', 'Ġfor', 'Ġare', 'Ġfunctions', 'Ġaccordance', 'les'}"
SERVICE CREW (2).docx,"SERVICE CREW
BONBON BUTUAN CITY 
MALE / FEMALE 
► 𝗤𝗨𝗔𝗟𝗜𝗙𝗜𝗖𝗔𝗧𝗜𝗢𝗡𝗦:
Male/Female ( FULL-TIME )
With or without experience
At least high school graduate 
Willing to undergo training 
Minimum 
Please email your CV / RESUME to ( basic.cdo10@gmail.com) 
Please Indicate EX. Bonbon as the subject of your email. 
REQUIREMENTS:
Medical, NBI & Police Clearance
Vaccine Card 
","{')', 'Ċ', 'ðĿ', 'âĸº', 'Ġ', 'Ġ(', '¦', 'Ķ', 'ĠSERVICE', 'Ĺ', 'Ł', ':', '¨', 'ĸ', 'Ġ)', 'ľ', 'Ġ/', '¤', 'Ļ'}"
SERVICE CREW 3.JPG,"URGENT HIRING!
eAt least ahigh school graduate
* With or without experience (train:
will be provided)
eAbletomultitask and work
efficiently ina fast-paced
environment
eWillingto learn and grow within
our team.
Email us: newleaf.agchr@gmail.com
For walk-in applicants you can submit
your resume at 2nd Floor Dupoint Building
Cruztaal Velez St. CDOC (Between Honda
& Technomart).","{')', 'e', 'Ġ('}"
SERVICE CREW.docx,"Service crew
-must be hardworking and honest
-Can work flexible hours or render overtime if needed
-customer care oriented
-preferably with cooking or milk tea preparation experience
",set()
SPANISH BILINGUAL.png,"ACCENTURE @%-\\
rX a
ISHIRING §— * \ \@
\ eF °
BILINGUAL POSITIONS ~< Vaee’ Ny
ne”
a 7 =
SPANISH BILINGUAL * y/
¢ Proficient in the Spanish language + 7 4
preferably with 1 year of experience in eR
Service Desk/Tech support processes yf
but NOT a must
t ;
Ta autor >
* Send your FIRSTNAME, LASTNAME, EMAIL
ADDRESS, MOBILE NUMBER and POSITION to Pec een ae ayers
apply at wndlyndnt.erp@gmail.com with the SUBMIT YOUR DETAILS )
subject line: LASTNAME,POSITION (MANILA) = ;
cy wndlyndnt.erp@gmail.com
od @beadbliss2.0","{'*', 'Ġ\\', '%-', 'âĢ', ')', 'cy', 'ec', 'URE', 'Ċ', 'ĠVa', 'Ġto', 'Ġ@', 'Ġa', '/', 'ĠÂ°', 'Ġ+', 'Ġaut', 'yers', 'Ġat', 'Ġ(', 'Ġ~', 'âĢĶ', 'subject', 'Ta', 'e', '<', 'Ŀ', 'Ġy', ',', '@', 'Ġmust', 'ne', 'Ġ4', 'en', ':', 'ee', 'r', 'Ġthe', 'Ġ*', 'Ġe', 'Â¢', 'ĠSUB', 'f', 't', 'IR', 'a', 'ĠACC', 'Ġ7', 'Ġ=', 'ĠNy', 'Ġ>', 'IONS', 'Ġwith', 'Ġ)', 'Ġline', 'Ġ;', '\\', 'UAL', '\\\\', 'ENT', 'X', 'F', 'but', 'ĠNOT', 'ISH', 'ING', 'or', 'ĠÂ§', 'od', 'Ļ'}"
STOCKMAN.docx,"STOCKMAN
-Male Only
-Elementary or High School Graduate
-No experience needed
","{'OCK', 'Ġneeded', 'Ċ', 'MAN', 'ĠST', '-'}"
STORE CATEGORY ASSISTANT.JPG,"NN
bedi fo |
A
> Store Category Assistant
Job Qualifications:
* Candidate must possess at least High
School / College Level / College Graduate
+ Preferably MALE
* At least 1 year of working experience in
sales (merchandiser/ promodiser)
* Background in customer experience,
inventory management, has the ability to
carry out effective customer services
@OO6 triumphhomedepot | aay
www.triumphhomedepot.com","{'Ġ|', '>', 'i', 'A', 'www', 'ay', '.', 'Ċ', 'N', 'ĠN', 'Ġfo', 'Ġa', 'bed'}"
STORE HR COORDINATOR.JPG,"HIRING! |
i
> Store HR Coordinator
Job Qualifications:
* Candidate must possess at least
Bachelor’s/College Degree in any field
+ with HR and Admin background
* Timekeeping Experience
ae Tel Nahe meals
services
* Must be a team player with excellent
interpersonal skills
@OO6 triumphhomedepot aay
www.triumphhomedepot.com i","{'>', 'i', 'Ġi', '!', 'www', 'ay', 'Ċ', 'Ġ|'}"
STORE INVENTORY COORDINATOR.JPG,"NN
bedi fo |
> Store Inventory Coordinator
Job Qualifications:
* Candidate must possess at least
Bachelor’s/College Degree in any field
+ With at least 1 year INVENTORY work
oi ale}
* Excellent in numerical, analytical, planning
and problem-solving skills
+ Proficient in the usage of Google Workspace
Tools
@OO6 triumphhomedepot aay
www.triumphhomedepot.com","{'Ġ|', '>', '*', 'i', '}', 'www', 'oi', 'Ċ', 'N', 'ĠN', 'Ġfo', 'bed', 'Ġale'}"
STORE SUPERVISOR.JPG,"¢ Bachelor’s Graduate of Agriculture and any related course aS
¢ With good communication skills both verbal and written aS
¢ Must be flexible, Dynamic and result-oriented
¢ Honest, Trustworthy and of Good Moral Character i}
¢ Must have atleast 1 year experience in Agrivet Store me
¢ Fresh graduates are welcome to apply
Send your CV and Portfolio through this email a
WG hernanagroventuresinc23@gmail.com oe.
@ 0975 394 2364 —
oP) AGRIWORLD re
Gf) HERNAN AGRO VENTURES INC.","{')', 'o', 'Ċ', 'Ġa', 'Ġ23', 'Ġo', '75', 'e', 'ĠâĢĶ', 'P', '@', 'Ġ09', '64', 'ĠÂ', '}', 'Â¢', '.', 'f', '¢', 'G', 'W', 'Ġre'}"
SUPERVISOR.docx,"Supervisor 
2 years experience with strong leadership skills and can do. Excel, Microsoft. 
25-45 years old 
","{'ĠSupervisor', 'Ġyears', '.', 'Ċ', 'Ġold', '-', '25', 'Ġ'}"
